id,age,firstName,lastName,country,sex,numberofkids,revenue,leavingincity,likemusic,likecinema,bankbalance,happinnessratio,height,weight
29597447590,52,Danny,Junker,Hungary,famale,1,2914.36,No,Yes,Yes,54642.82,0.11,130,86
59226070969,27,Shoshana,Gustin,Viet Nam,famale,1,2029.56,No,Yes,Yes,2968.28,0.83,177,89
72761596995,42,Alice,Jaynes,Albania,famale,4,73.96,No,No,No,48725.73,0.85,145,76
35635352495,41,Darren,Rosenbaum,Paraguay,famale,0,3759.02,No,Yes,No,20080.17,0.68,165,74
16547736544,20,Dayana,Irion,Hungary,male,3,2836.69,No,No,No,53131.42,0.17,161,72
50054966227,54,Yocheved,Neagle,Lesotho,male,1,3563.18,Yes,Yes,No,45303.26,0.29,149,45
54873354959,45,Amare,Yonker,Azerbaijan,famale,0,2731.86,Yes,Yes,No,52604.88,0.16,188,89
38568651566,54,Liliana,Blalock,Zambia,male,1,219.5,No,Yes,No,9817.07,0.11,138,43
58122043948,29,Nia,Shane,Zimbabwe,male,1,2724.91,Yes,Yes,No,35764.05,0.67,133,84
44818333150,31,Serenity,Leatherwood,Dominican Republic,famale,0,4731.87,No,No,No,46977.38,0.89,138,80
74595055207,40,Adeline,Gwyn,Sierra Leone,male,1,2787.51,Yes,Yes,No,26462.51,0.91,168,71
16482136315,24,Anika,Mcduffee,Guam,famale,3,4461.94,No,Yes,No,52383.81,0.35,123,86
53317973906,18,Mckenzie,Lashbrook,Slovakia,male,2,4848.04,No,Yes,No,31738.07,0.47,178,77
78399721415,68,Ariel,Pangan,Greece,male,1,2993.57,Yes,Yes,No,44804.78,0.66,158,41
99274533103,57,Layla,Italiano,Denmark,famale,0,162.11,No,Yes,No,6533.72,0.96,182,31
86068691485,38,Jeremiah,Dulude,Egypt,famale,3,3154.96,Yes,Yes,Yes,5495.63,0.17,144,69
60375906426,32,Riley,Windhorst,Viet Nam,famale,0,2581.77,No,Yes,No,49460.3,0.59,168,77
54471935100,60,Penelope,Oates,USA,male,2,1057.78,No,No,No,10988.59,0.92,134,51
22777687711,38,Montserrat,Range,Lithuania,famale,3,4258.57,No,No,No,54398.94,0.54,163,75
67860616648,18,Heaven,Pedersen,Bahamas,famale,5,155.71,Yes,No,No,35421.71,0.49,138,66
35011351914,63,Diana,Novick,Myanmar,famale,2,2615.22,No,Yes,No,40401.19,0.75,136,50
55370035597,65,Julien,Pilkerton,Cyprus,famale,2,3756.29,Yes,Yes,No,8478.32,0.7,168,52
93256633447,39,Eliza,Fait,Anguilla,male,3,4833.78,Yes,Yes,No,18087.76,0.8,146,90
55707410032,49,Martin,Friedrichsen,Germany,famale,0,2152.33,Yes,No,No,23734.32,0.07,169,31
88720407335,58,Aaron,Verble,Spain,famale,2,1946.46,No,Yes,No,57527.04,0.43,182,54
61184209989,30,Helena,Hickox,Poland,famale,1,2231.05,No,No,No,9725.32,0.52,149,90
99318707773,64,Stacy,Kot,Pakistan,famale,2,1675.33,Yes,No,Yes,36442.65,0.35,183,51
63569748606,62,Andre,Scranton,Zimbabwe,male,2,4225.18,No,Yes,No,22732.72,0.4,152,54
78469261804,21,Elsa,Cheatwood,Taiwan,male,0,3388.99,No,Yes,No,17851.2,0.6,143,59
71691621642,31,Allyson,Codispoti,France,famale,1,3879.66,Yes,Yes,No,22230.31,0.92,187,87
55964274721,36,Angelina,Gattuso,Nicaragua,male,3,1579.26,No,Yes,No,1299.67,0.77,150,46
48934700577,29,Mikayla,Class,Eritrea,male,0,2177.83,No,No,No,30619.21,0.57,180,77
59723405993,64,Gia,Luikart,Bhutan,famale,0,1122.11,Yes,Yes,Yes,314.18,0.39,124,56
61362891687,20,Adrianna,Fawaz,Tajikistan,male,1,3613.19,Yes,Yes,No,58037.38,0.49,171,47
17213625888,22,George,Touchette,Greenland,famale,0,2856.6,Yes,No,Yes,57007.23,0,169,47
53368281723,37,Yusuf,Wery,Macedonia,famale,2,1988.42,No,No,No,20686.8,0.53,160,38
26178678673,65,Stephanie,Conkey,Mozambique,famale,1,4050.13,No,Yes,No,49920.85,0.8,132,50
50256174746,40,Yisroel,Gibbon,Viet Nam,male,3,819.71,No,No,No,1343.43,0.11,138,73
37192313850,51,Zoe,Plum,Hungary,male,1,1065.34,Yes,No,No,13457.35,0.4,134,44
89286228413,43,Antonia,Carruthers,Slovenia,male,3,4664.78,No,No,No,59567.05,0.74,123,51
91987415422,40,Avery,Granberry,Slovenia,famale,2,4640.71,Yes,No,No,1656.9,0.1,122,71
38843136342,36,Isabella,Crutchfield,Solomon Islands,famale,0,3220.53,No,Yes,No,427.86,0.92,135,49
58832182138,35,Ashton,Joffe,Liberia,famale,0,2302.19,No,Yes,No,-780.25,0.22,135,39
55971195319,60,Kenya,Ackerson,Israel,famale,0,3960.59,No,Yes,No,18356.56,0.06,169,43
36656367697,25,Jennifer,Toure,Taiwan,famale,0,3362.14,Yes,No,Yes,30754.79,0.85,138,64
13637126988,54,Ali,Cliburn,Malawi,famale,1,2558.5,No,Yes,No,37227.89,1,132,68
27044377581,32,Avery,Villamar,Nicaragua,male,3,4392.53,Yes,No,No,1203.83,0.2,129,52
76474432312,53,Anthony,Meuse,Chad,male,1,2694.07,No,Yes,No,12497.86,0.98,162,82
72258108069,51,Ayden,Valenti,Taiwan,male,1,4680.32,No,No,Yes,27617.93,0.65,142,62
46099680805,62,Khalil,Mccosh,Bermuda,famale,0,3164.62,Yes,Yes,No,21845.19,0.11,179,44
30007605295,41,Pablo,Hobbs,Poland,famale,1,2388.61,Yes,No,No,19519.86,0.87,127,77
35412231330,57,Brandon,Ennis,Germany,famale,3,832.4,Yes,Yes,No,23250.58,0.87,120,38
41224419238,24,Dylan,Rideaux,Pitcairn,famale,0,4700.19,Yes,No,No,35106.59,0.07,157,56
15857026784,30,Brandon,Brixey,Germany,famale,3,2840.81,No,No,No,16571.39,0.61,166,69
84544976576,41,Malachi,Plaisted,Luxembourg,male,0,3235.08,No,No,No,50494.09,0.85,136,90
86000318795,54,Matias,Murata,Zimbabwe,famale,1,3627.12,Yes,No,No,27686.75,0.37,184,33
25425795500,47,Elan,Stoneking,Australia,famale,1,547.22,Yes,Yes,No,9493.83,0.54,156,49
18807927831,56,Lilly,Burek,Macedonia,male,0,871.51,No,No,No,21966.42,0.01,157,48
64529232884,59,Bradley,Mesker,Costa Rica,male,2,4347.17,Yes,Yes,No,12187.47,0.64,184,34
75110958820,70,Johnny,Mccubbins,Aruba,male,4,3879.57,No,Yes,No,42316.16,0.52,178,87
57651047222,69,Gabriel,Aldred,Azerbaijan,famale,1,1073.86,Yes,No,No,37964.85,0.39,145,31
56864753650,20,Selena,Kinnett,Hungary,famale,2,2846.89,Yes,Yes,No,17343.14,0.33,145,78
95476632186,22,Tina,Florek,Switzerland,famale,0,1165.4,No,Yes,Yes,54488.89,0.98,137,45
54349262789,39,Victoria,Hansson,Slovakia,famale,1,720.1,No,Yes,No,49398.33,0.08,147,59
95412437644,28,Christine,Lares,Sweden,male,0,975.47,No,No,No,28854.54,0.03,135,76
42368864209,21,Batsheva,Moffitt,Oman,famale,1,1363.56,Yes,Yes,Yes,35912.44,0.15,157,41
47266264287,32,Wilson,Steptoe,Northern Mariana Islands,male,1,4481.88,Yes,Yes,No,6097.81,0.41,131,82
18755433007,52,Zoe,Larochelle,Norfolk Island,male,2,1033.21,No,No,No,23107.93,0.74,124,69
82909593380,66,Levi,Bashford,Ireland,famale,3,1479.59,No,No,No,19070.04,0.87,177,44
25023423883,63,Zachary,Statz,Botswana,male,0,2080.38,Yes,No,No,28937.45,0.32,176,39
38446938372,61,Jasmine,Okonski,Thailand,famale,5,2377.13,No,Yes,No,41059.72,0.41,182,52
33232462027,33,Jason,Thrash,Guam,famale,1,818.42,Yes,No,Yes,26036.95,0.77,168,46
27302427102,70,Lia,Hett,Tunisia,male,0,1115.26,Yes,Yes,No,26563.66,0.2,177,44
85130596445,30,Austin,Knack,Cameroon,famale,0,1980.46,Yes,No,No,32990.88,0.39,147,58
99333922023,48,Sage,Wisely,Liechtenstein,male,0,278.31,Yes,No,No,41390.45,0.65,131,84
94793199551,19,Lucia,Sefton,Belgium,male,1,3882.87,No,Yes,Yes,44355.71,0.41,174,55
85309585276,48,Aaron,Cazares,Poland,male,0,4678.34,No,No,Yes,19953.03,0.74,180,78
81225543803,65,Vicky,Lieser,Saudi Arabia,male,0,2467.41,Yes,Yes,No,8909.01,0.83,149,38
37938452857,38,Angelina,Celia,Algeria,male,2,1311.64,Yes,No,No,21580.69,0.1,165,49
63855473004,22,Rowan,Sholes,Tonga,male,4,4390.87,No,Yes,No,33004.79,0.72,141,52
52100407651,69,Genesis,Osmon,India,male,0,4915.58,Yes,Yes,Yes,41866.41,0.62,132,50
67715198501,70,Syed,Yeadon,Cambodia,male,4,3565.56,No,No,No,31101.71,0.59,120,33
80911087037,49,Oscar,Brundige,Albania,male,1,4234.85,Yes,Yes,Yes,43034.65,0.68,128,79
81263668346,33,Dominic,Redington,Saudi Arabia,male,0,1416.85,Yes,Yes,No,51518.12,0.65,142,83
34366692928,26,Katelyn,Clavin,Palau,famale,0,3507.46,No,No,No,2957.8,0.1,175,81
48160340755,49,Isaac,Clifford,Norfolk Island,male,1,1906.82,No,No,Yes,45110.5,0.98,162,40
45859275968,48,Leah,Barthelemy,Greece,male,0,2611.65,Yes,No,No,2215.31,0.77,124,66
75427682518,50,Noa,Thieman,India,male,1,555.17,Yes,Yes,No,-174.89,0.19,136,87
38986541104,19,Dana,Haffey,Saint Lucia,male,0,220.98,Yes,No,No,19419.43,0.64,179,86
87749207413,48,Steven,Eagleton,Spain,famale,1,1061.89,Yes,Yes,No,51291.77,0.96,145,68
88184856174,33,Michael,Samsel,Slovakia,famale,4,4655.24,Yes,Yes,No,42328.92,0.78,183,50
41354478259,47,Yanky,Tipsword,Indonesia,famale,1,3681.88,Yes,No,No,23448.08,0.7,127,53
30529738322,41,Angel,Merchan,Mauritius,famale,2,4261.43,No,No,No,58854.57,0.73,169,50
39027215174,19,Isaac,Nadel,Germany,famale,1,1321.79,Yes,No,No,45282.65,0.05,123,72
69712712479,65,Ines,Moorman,New Zealand,male,0,4731.72,No,No,No,46533.8,0.86,137,57
15852322430,56,Zara,Edouard,Poland,male,1,1282.21,Yes,No,No,31707.3,0.66,156,40
28212726885,57,Sean,Coventry,Namibia,famale,0,4457.53,Yes,No,Yes,42928.03,0.08,186,79
40460055152,24,Milo,Cotton,Italy,famale,4,1704.29,No,No,No,35228.27,0.08,139,36
82686354256,34,Yocheved,Ringer,Brazil,famale,0,4632.27,Yes,No,Yes,15389.41,0.36,166,39
50369386625,34,Anabella,Bosarge,Serbia,male,4,736.93,Yes,Yes,No,23546.85,0.25,186,40
74177263244,28,Carlos,Stlaurent,Niger,famale,4,1516.34,Yes,Yes,No,39027.06,0.17,131,63
57491872348,36,Jayden,Fisk,Iraq,famale,1,2816.61,No,No,No,19664.33,0.82,178,89
79188332315,38,Ahmed,Lesiak,Nicaragua,famale,3,1201.09,No,Yes,No,36428.24,0.15,158,53
71115172465,36,Maria,Haith,USA,famale,2,1115.86,Yes,Yes,No,31250.38,0.97,171,89
73099690088,65,Ahmed,Fassett,Hungary,famale,0,4726.31,Yes,Yes,No,58627.55,0.06,126,78
10421144101,52,Zachary,Riggleman,Malawi,famale,0,1559.64,No,Yes,No,12722.95,0.85,180,76
82299402563,19,Richard,Lavallie,USA,male,0,1410.79,No,No,No,50332.17,0.4,186,48
22053208696,60,Celia,Moller,Morocco,famale,1,3753.98,No,No,No,40695.17,0.42,183,40
44643093406,21,Hailey,Deaton,Bahamas,male,2,4523.76,No,No,Yes,48548.42,0.83,160,85
87226308523,39,Amina,Ehrlich,Moldova,famale,0,2254.56,Yes,Yes,Yes,38431.66,0.81,157,37
50921426797,27,Zoey,Fullbright,Slovakia,male,0,3089.02,Yes,No,No,36159.48,0.99,164,70
51453572937,62,Jackson,Colen,Poland,famale,1,403.04,Yes,Yes,No,12960.73,0.95,149,74
53879273971,33,Aubrey,Overson,Bhutan,male,3,1455.81,No,Yes,Yes,53251,0.83,162,67
35809902025,33,Gitty,Allbritton,Dominican Republic,famale,1,3760.24,No,Yes,No,59743.53,0.34,137,70
36755954888,46,Ibrahima,Wainscott,St. Helena,famale,1,907.8,No,No,No,19363.21,0.26,133,62
48904041531,55,Leonidas,Morena,Malawi,famale,5,2280.37,No,Yes,Yes,6180.38,0.9,166,84
33922409977,24,Alan,Daye,Niger,famale,4,4918.21,Yes,Yes,No,19675.63,0.85,133,74
36081739446,58,Sean,Kiester,Guatemala,famale,0,193.87,Yes,No,No,58826.26,0.71,189,59
82105343907,19,Lucas,Landes,South Africa,male,3,3676.67,Yes,Yes,No,21173.77,0.32,146,31
63741866754,48,Brianna,Hart,Germany,male,1,2912.17,Yes,Yes,No,48721.2,0.34,162,90
53286240415,25,Isaiah,Hainsworth,Greenland,famale,3,2701.86,No,Yes,No,53214.47,0.61,157,67
36591383779,36,Isaiah,Provencal,Macau,famale,0,707.1,Yes,No,No,18027.55,0.38,140,36
56207146138,63,Israel,Iwanski,Netherlands Antilles,famale,0,1106.53,No,Yes,No,51261.58,0.45,168,60
58250102292,25,Brandon,Oganesyan,Fiji,male,1,2931.5,No,Yes,No,44367.07,0.16,145,72
31032556688,54,Alexa,Ratajczak,Gibraltar,male,2,1830.87,No,Yes,No,467.23,0.99,137,61
80702099738,22,Kevin,Veale,Chile,famale,1,3239.66,Yes,No,No,16854.82,0.57,186,36
70786067784,54,Raizel,Longman,Guatemala,male,1,3574.14,Yes,Yes,No,8644.44,0,128,87
18353640219,22,Jolie,Walp,Nepal,male,0,2635.57,No,Yes,No,48016.99,0.7,134,61
84487620931,31,Amalia,Mcmanaman,Spain,male,1,3261.68,Yes,No,No,36772.6,0.15,157,50
41999940521,58,William,Remington,Guyana,male,0,2330,Yes,No,No,47503.29,0.21,154,39
80175929277,21,Hao,Sebastian,Faroe Islands,male,0,664.68,Yes,No,No,34941.77,0.61,142,46
14363270999,60,Sylvia,Hazel,Germany,male,0,3299.32,No,Yes,No,22676.67,0.08,159,65
33984167976,22,Thea,Gravitt,Dominica,famale,1,4037.97,Yes,Yes,No,59361.72,0.52,157,59
83946066545,58,Melanie,Lindsey,Barbados,male,0,1865.96,No,Yes,Yes,14517.62,0.69,127,44
87673629356,58,Talia,Crimmins,Seychelles,male,3,3990.34,No,Yes,No,30468.83,0.96,174,39
30091409159,27,Daniel,Beedy,USA,famale,0,2065.46,No,Yes,Yes,48021.32,0.35,180,54
62728631545,20,Joel,Strain,Czech Republic,male,0,2536.29,No,No,No,24477.4,0.83,157,60
50540645635,21,Sarah,Leib,Singapore,famale,0,4278.4,Yes,Yes,No,38867.4,0.2,189,30
98541883740,30,Journey,Costales,Malawi,male,0,3168.59,No,No,No,7175.82,0.59,187,85
24959218200,51,Andres,Frayre,Albania,famale,0,1651.57,No,Yes,No,36277.14,0.78,164,58
87729840719,62,Filip,Hanus,Cape Verde,male,0,2353.34,Yes,Yes,No,33137.08,0.16,151,64
34366123753,64,Allen,Cool,Ireland,male,2,2140.99,Yes,Yes,No,29779.42,0.44,159,68
21199365870,20,David,Donat,Mayotte,male,3,1011.22,Yes,Yes,Yes,22642.29,0.05,190,63
13831776561,22,Naomi,Duch,USA,male,0,4902.41,No,Yes,No,57006.73,0.72,129,40
29464694971,60,Ariel,Busalacchi,Mali,famale,3,3728.75,No,No,No,30814.72,0.54,142,33
50943083871,22,Diana,Boecker,Botswana,famale,0,1264.49,Yes,Yes,No,11311.09,0.52,165,86
44859409205,55,Preston,Umanzor,Mozambique,male,3,1284.04,Yes,Yes,Yes,18352.73,0.43,181,89
47430365737,63,Rebecca,Mckitrick,Croatia,male,0,1292.35,Yes,Yes,No,54107.6,0.58,133,64
86433180434,43,Scarlett,Fitzwater,Austria,famale,0,4173.25,Yes,Yes,No,30603.4,0.72,168,83
27591318163,38,Madison,Boysen,Guyana,famale,0,2054.33,Yes,Yes,No,55946.55,0.58,159,67
13622665724,53,Alexia,Bonser,Thailand,famale,2,4556.02,Yes,No,No,20335.36,0.73,165,72
81577501067,34,Tzvi,Hari,Namibia,male,1,647.69,No,Yes,Yes,29049.12,0.76,120,32
84492890474,42,Lukas,Creveling,Canada,famale,2,1194.35,Yes,Yes,Yes,38334.87,0.04,122,40
52699488602,48,Yisrael,Jennett,Qatar,famale,1,4653.85,No,Yes,No,515.03,0.6,180,76
93032202271,56,Austin,Pennell,Burundi,male,3,2797.42,Yes,No,No,21737.39,0.6,181,43
39237753834,28,Andrew,Lastinger,Philippines,male,0,2512.08,No,No,No,25656.08,0.13,131,64
66585378384,52,Elisa,Emma,Comoros,famale,1,2654.51,No,Yes,No,27474.06,0.68,157,30
77780122939,67,Khloe,Assad,Spain,famale,0,4945.49,No,No,No,54622.04,0.87,137,78
16280856738,40,Christopher,Boylan,Belize,male,3,3694.73,No,Yes,No,-895.96,0.13,148,63
16738058051,31,Lara,Dagley,Djibouti,male,0,758.55,No,No,No,55717.29,0.99,148,48
56123912278,24,Felix,Amerman,Burkina Faso,famale,2,2942.92,Yes,Yes,No,51234.54,0.24,175,72
11151854366,61,Bowen,Bothwell,Reunion,famale,0,2169.86,Yes,No,No,24366.94,0.79,123,88
93499857958,39,Christina,Serpico,Norway,male,3,202.84,No,Yes,No,47134.97,0.62,163,62
17306351603,22,Lea,Roesler,Germany,male,0,3780.26,Yes,Yes,No,19644.99,0.09,183,90
16853863385,25,Victor,Shadden,Panama,famale,3,4283.71,Yes,Yes,No,27648.64,0.97,151,50
11607302440,55,Lily,Blanc,Jamaica,famale,0,4272.36,Yes,Yes,Yes,31376.5,0.69,171,68
88518206544,23,Ella,Mcphee,Kiribati,male,0,2590.18,Yes,No,No,38909.74,0.45,149,53
43175165178,21,Christina,Knudsen,Croatia,famale,1,305.16,No,Yes,Yes,6932.44,0.83,152,36
94004177006,47,Zissy,Wayne,Portugal,male,4,2082.08,No,Yes,No,20876.29,0.99,175,55
73189458233,45,Shneur,Couturier,Niue,male,5,2243.12,No,Yes,No,53957.84,0.56,124,55
49639494264,22,Eric,Thornsberry,Haiti,famale,3,4707.31,Yes,No,Yes,35930.49,0,171,85
70508141246,46,Anthony,Saladino,Anguilla,male,0,2832.6,Yes,No,No,6416.5,0.27,121,73
63395548747,28,Ian,Cryderman,Egypt,famale,0,4186,Yes,Yes,No,13802.52,0.9,137,70
52582489931,70,Jackson,Lahman,Spain,male,2,4753.54,Yes,Yes,No,56375.56,0.9,137,54
84402911309,24,Ezra,Stopper,Philippines,famale,0,1693.03,No,No,No,25029.34,0.71,143,44
11761486334,26,Kaliyah,Ketterman,China,famale,3,776.64,No,No,No,40267.89,0.32,167,39
38215263840,65,Richard,Lenk,Mayotte,male,3,3412.09,Yes,No,No,24665.21,0.57,135,80
54736843384,68,Isabel,Trotta,Spain,famale,1,3507.66,Yes,No,No,55865.36,0.8,134,32
54343434115,64,Alana,Kuras,St. Helena,famale,0,1950.51,No,No,No,40740.92,0.25,126,55
62457145593,35,Myles,Beman,Cote Divoire,male,0,3341.11,No,No,Yes,43554.39,0.56,120,63
60222418200,61,Anabel,Putnam,Germany,male,0,1202.42,Yes,No,No,51596.96,0.16,139,39
80884543537,38,Yanky,Frickey,New Zealand,male,1,3894.86,Yes,Yes,No,46622.69,0.22,174,85
60188243103,46,Yossi,Taber,Honduras,famale,0,3893.02,Yes,No,No,19485.49,0.38,162,49
17697029469,32,Vanessa,Lino,Cyprus,famale,4,4113.16,No,No,No,50049.84,0.7,174,39
74588381052,61,Brian,Lefeber,American Samoa,famale,3,3305.54,Yes,Yes,No,10144.92,0.52,165,44
45065134960,69,Jordyn,Hileman,Congo,famale,0,4598.32,Yes,Yes,No,32163.72,0.59,145,40
35137515660,30,Eric,Speaker,Uruguay,male,1,4673.2,Yes,No,No,2103.42,0.27,151,51
13504214750,22,Georgia,Peake,Norway,famale,3,4200.93,Yes,Yes,Yes,51831.67,0.39,186,39
29773617497,48,Pearl,Reyer,Monaco,famale,0,2507.53,No,Yes,Yes,1471.71,0.48,188,44
77373100906,65,Bracha,Cherney,American Samoa,famale,1,3688.3,Yes,Yes,No,24594.74,0.76,153,31
56051091006,69,Declan,Mumphrey,American Samoa,famale,1,1567.21,Yes,Yes,No,31292.65,0.42,155,70
47070054432,66,Wendy,Wolters,Djibouti,famale,4,3200.18,Yes,Yes,No,14287.3,0.2,174,59
98084259262,34,Kiyan,Sylve,Brazil,famale,4,4752.57,No,Yes,No,22141.66,0.93,152,67
38606240416,61,Eden,Schmierer,Afghanistan,famale,1,1026.69,Yes,No,No,14315.37,0.71,126,61
73658449699,20,Stephanie,Kessell,Somalia,male,3,4787.8,Yes,Yes,No,4747.66,0.59,135,34
15590595865,44,Jason,Schriefer,Denmark,male,1,928.18,No,No,No,26868.62,0.24,126,51
55324883612,21,Jaylah,Monnin,Kyrgyzstan,famale,3,654.02,Yes,No,No,47880.89,0.93,182,41
52751845060,56,Aniyah,Hirschy,USA,male,1,4449.26,No,No,No,56067.72,0.27,151,71
15309383176,60,Farhan,Mcgoldrick,Bhutan,famale,1,3100.56,Yes,No,No,54243.9,0.25,176,74
99482613337,32,Samantha,Obriant,Guinea-Bissau,male,4,4197.72,Yes,Yes,No,16550.86,0.16,189,68
46117596402,27,Peter,Libbey,Malawi,male,0,599.92,Yes,No,No,59109.43,0.38,154,83
20636724856,49,Scarlett,Alejandre,Finland,male,3,3398.97,Yes,Yes,No,29598.49,0.88,163,87
18821062730,21,Hannah,Trigg,New Zealand,male,3,2427.36,No,Yes,No,47647.79,0.52,123,32
85506368893,44,Devin,Swarey,Cameroon,famale,1,2548.54,Yes,No,No,25082.5,0.45,169,31
72118958112,29,Salma,Garfinkle,Lesotho,male,0,1361.26,No,No,No,50870.93,0.26,179,85
79757875650,56,Destiny,Wermuth,Rwanda,male,1,603.03,No,No,Yes,18455.36,0.17,190,70
38654373895,48,Ezra,Quave,France,male,5,3871.56,Yes,No,Yes,13044.99,0.82,132,77
94999510033,51,Wilson,Bierlein,Bahamas,famale,0,1560.76,No,No,No,31605.23,0.28,161,86
40287106349,49,Juliet,Kasch,Lesotho,famale,0,2096.6,Yes,No,No,41119.84,0.39,156,43
14974983575,70,Ruben,Madaris,Eritrea,famale,3,3602.56,No,Yes,No,5434.62,0.4,168,64
17591354617,40,Miriam,Qi,Honduras,male,1,807.32,No,No,No,18555.17,0.45,164,44
56339633578,62,Sophia,Proctor,Fiji,male,0,3665.55,No,No,No,19367.92,0.09,170,37
76507229456,21,Kaden,Gribbin,Sao Tome And Principe,famale,3,1381.59,No,Yes,Yes,42380.76,0.32,143,61
76418480943,38,Stella,Otey,Liberia,famale,0,2048.21,Yes,No,No,26115.77,0.36,162,46
23345390479,67,Margaret,Badura,Burkina Faso,male,1,3015.08,No,No,No,56935.42,0.32,147,69
81488068765,41,Alonso,Giuliano,Ukraine,famale,1,1861.93,No,Yes,No,40991.84,0.77,182,78
98855786258,19,Summer,Donahoe,Mauritius,male,0,123.21,Yes,Yes,No,50712.38,0.81,188,44
88603931037,66,Maeve,Killingsworth,Togo,famale,1,1605.74,No,Yes,No,47460.13,0.02,177,64
22883993083,29,Fernanda,Mick,Cook Islands,famale,3,4551.67,Yes,Yes,No,51331.53,0.62,146,89
96551446693,55,Lucas,Mustafa,New Caledonia,famale,1,3715.05,No,Yes,No,47236.35,0.89,185,67
38048788590,26,Meir,Colclough,UK,male,1,1515.93,Yes,Yes,No,44226.21,0.06,142,33
67835185544,65,Gabriela,Baldini,Belarus,male,1,1086.01,Yes,Yes,Yes,2706.8,0.02,166,59
62680033632,68,Gordon,Sinnott,France,male,0,3201.55,Yes,No,No,32545.39,0.25,124,80
88727718047,64,Judy,Selzer,Thailand,male,2,3422.96,Yes,Yes,No,44343.59,0.99,135,80
18473917250,39,Wilson,Momon,Myanmar,famale,0,4014.67,Yes,No,Yes,6856.31,0.7,188,83
87206139610,29,Armaan,Caffey,Fiji,famale,3,2881.44,Yes,No,No,12616.34,0.42,155,31
19541061197,64,Amelia,Mayweather,Sweden,male,0,1789.84,No,No,No,14265.18,0.69,149,74
62974747458,47,Julissa,Hooten,USA,famale,0,1091.34,No,Yes,No,2364.8,0.2,140,69
83582330112,25,Claire,Yanik,Namibia,male,3,3794.96,Yes,No,No,25642.56,0.14,146,67
36772987470,23,Angie,Buckland,Ireland,famale,0,1000.8,Yes,No,No,47890.46,0.42,143,67
20569662562,33,Marina,Muszynski,Slovakia,famale,1,3253.92,Yes,Yes,No,56195.11,0.72,135,87
47121749713,48,Eva,Martenson,Barbados,male,0,511.44,No,Yes,No,31802.2,0.66,129,58
77955296400,28,Maya,Madril,Andorra,famale,0,3230.85,Yes,Yes,No,12842.8,0.3,122,69
83569439475,33,Angelo,Berringer,Panama,famale,1,4801.95,Yes,Yes,No,26371.06,0.1,159,76
34951884691,22,Samantha,Gallen,Montenegro,male,0,2675.04,Yes,Yes,No,54551.89,0.76,177,60
69272805460,44,Zain,Weinzierl,Anguilla,male,5,1801.35,Yes,Yes,Yes,59483.2,0.71,153,37
97557968817,27,Stella,Youngs,Macau,male,1,3962.47,Yes,Yes,No,57327.15,0.37,177,70
40483574296,50,Angel,Hillyer,Monaco,male,0,1225.8,Yes,Yes,No,9264.87,0.29,145,34
70822726816,18,Mikayla,Sharpe,USA,famale,1,23.3,Yes,Yes,No,30440.06,0.71,176,41
91759304096,37,Riley,Hegeman,Iceland,male,1,784.84,Yes,No,No,3951.79,0.76,173,60
48787723837,18,Asher,Fishburn,Tuvalu,famale,3,331.48,Yes,No,No,46009.23,0.83,185,39
73584472964,56,Atara,Solivan,Kuwait,male,4,1628.11,No,Yes,No,20656.61,0.37,179,51
59767506714,25,Jasmin,Findlay,Sri Lanka,famale,4,4431.9,Yes,Yes,No,27218.88,0.78,155,80
47949220931,63,Talia,Hoilman,Qatar,male,0,2499.15,No,No,No,12248.81,0.94,185,36
90954498391,38,Milo,Thornbury,Cameroon,male,2,3561.76,Yes,No,Yes,38718.13,0.61,143,48
44805514899,47,Miles,Shott,Bulgaria,famale,0,1015.28,No,Yes,No,46788.95,1,156,30
14213129098,24,Beatrice,Bailor,Uzbekistan,famale,1,1836.66,Yes,Yes,No,18287.53,0.04,182,88
16155673536,28,Zalmen,Dimmick,Kiribati,famale,4,4607.12,No,Yes,Yes,7182.76,0.62,180,36
14714422623,64,Landon,Santizo,Slovakia,male,0,916.3,Yes,No,No,33763.29,0.74,133,39
51844303285,61,Josue,Hagemann,USA,male,0,1770.76,Yes,Yes,No,23943.64,0.65,136,78
31942295338,22,Fernando,Lukasiewicz,Belarus,male,1,4907.59,Yes,No,No,9443.01,0.15,171,60
79257345273,41,Nathan,Deveau,Germany,famale,1,1933.03,No,Yes,No,5358.17,0.61,151,78
27585098266,62,Jasiah,Schlagel,Tanzania,famale,1,873.01,No,Yes,No,48979.33,0.68,156,40
46319720431,22,George,Memmott,Tokelau,famale,0,90.4,Yes,Yes,No,46897.62,0.34,125,67
83192079037,28,Zyaire,Platero,Germany,male,3,3302.74,No,No,No,18431.03,0.45,169,79
34897158690,42,Queenie,Delage,Botswana,famale,2,1362.51,Yes,Yes,Yes,24251.41,0.92,190,51
35615473586,70,Nolan,Himmelberger,Oman,famale,4,2871.66,No,No,No,25238.25,0.84,127,36
12195333112,41,Shoshana,Bonine,Turkmenistan,famale,0,331.59,Yes,Yes,Yes,44342.51,0.99,142,59
83200050571,35,Jeremy,Mccree,Namibia,famale,2,4915.68,No,Yes,No,25786.45,1,128,34
63823097322,18,Maisie,Littlejohn,Somalia,male,3,2937.16,No,Yes,No,38562.52,0.9,133,37
89589938471,64,Beatrice,Nazir,Brazil,male,0,2925.39,Yes,No,No,7704.63,0.09,167,48
